Country,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,X
Bosnia and Herzegovina,388.08,393.91,399.93,406.65,413.57,420.47,427.78,435.29,443.43,452.12,476.24,486.1,498.03,510.59,523.55,536.9,550.83,565.29,580.21,595.89,819.04,740.16,725.94,768.27,670.46,830.08,1563.02,2082.05,2385.89,2548.1,2625.89,2729.35,2870.79,2973.11,3126.68,3386.4,3568.64,3780.1,3988.2,3870.45,3902.19,3940.21,3915.73,4011.48,4061.81,4192.22,4329.85,4428.56,4600.95,4728.39,4581.71,4918.43,5124.63,5229.85,5381.54,5568.93,5774.18,5988.47,6210.71,6441.2,6686.95,6935.36,7193,7460.21, 
"Macedonia, North",3070.05,3090.14,3111.08,3132.87,3153.67,3175.33,3197.52,3222.45,3251.86,3278.65,3301.13,3338.5,3377.33,3431.86,3490.74,3547.61,3608.39,3670.73,3740.52,3808.48,3918.5,3664.2,3384.41,3085.56,3003.94,2941.55,2950.66,2972.4,3056.48,3172.85,3297.99,3177.85,3210.84,3270.97,3413.25,3565.29,3740.37,3974.31,4183.61,4159.49,4287.9,4377.77,4348.83,4465.56,4615.61,4781,4905.29,4947.8,5072.56,5243.77,4951.26,5217.01,5322.32,5374.62,5530.13,5701.93,5869.73,6039.78,6214.93,6388.95,6561.45,6738.61,6920.55,7107.41, 
Serbia,3219.47,3275.74,3345.5,3416.79,3489.64,3564.09,3640.17,3717.92,3797.38,3878.59,3961.57,4046.39,4136.04,4227.91,4322.17,4419.27,4520.79,4627.1,4737.81,6919.13,5685.79,5045.03,3644.05,2537.13,2604.77,2756.3,2922.69,3139.04,3251.73,2944.57,3155.05,3397.08,3615.77,3778.97,4127.08,4367.15,4606.24,4921.95,5223.61,5104.7,5166.17,5296.09,5284.54,5462.62,5400.58,5521.76,5732.46,5877.63,6164.95,6453.75,6438.46,6985.49,7203.58,7355.99,7591.88,7922.88,8320.81,8722.62,9135.06,9557.81,9990.51,10432.74,10894.55,11376.81, 
Former Soviet Union,3159.12,3270.54,3330.93,3510.26,3628.58,3694.33,3855.05,3996.66,4143.51,4244.73,4395.92,4563.33,4817.1,4976.46,5118,5157.14,5271.9,5383.23,5613.38,5712.21,5511.92,5161.82,4421.45,4001.46,3455.79,3275.73,3163.43,3211.21,3091.2,3267.5,3577.27,3799.56,4005.09,4317.9,4665.62,4992.96,5436.98,5917.95,6223.83,5820.12,6093.68,6371.71,6609.3,6761.42,6835.98,6734.12,6766.67,6915.53,7110.37,7252.09,7064.08,7442.71,7300.45,7347.16,7523.39,7714.72,7883.19,8060.32,8242.41,8432.56,8629.98,8830.76,9037.52,9250.51,
Russia,4035.65,4222.13,4315.11,4620.49,4812.21,4905,5169.86,5396.92,5631.76,5782.01,6027.29,6307.71,6745.38,7007.79,7237.42,7287.12,7481.42,7586.6,7961.98,8126.2,7849.33,7436.79,6349.92,5797.74,5064.44,4850.15,4673.08,4745.64,4500.75,4803.58,5307.11,5605.22,5901.1,6366.55,6859.88,7333.56,7967.37,8662.47,9115.99,8400.92,8774.93,9152.34,9521.16,9689.47,9762.88,9573.41,9596.56,9779.3,10037.52,10185.53,9931.24,10508.52,10312.68,10278.8,10453.94,10643.02,10795.97,10969.23,11156.27,11357.68,11574.13,11794.7,12019.47,12248.53, 
Ukraine,1909.89,1952.36,1996.42,2043.68,2093.47,2145.15,2199.82,2257.76,2318.71,2381.21,2444.47,2510.59,2579.93,2650.49,2721.9,2796.45,2874.42,3024.11,3089.37,3204.13,2993.8,2736.27,2464.27,2112.97,1636.24,1447.56,1313.94,1285.7,1272.14,1281.14,1369.94,1511.24,1605.33,1772.16,2001.44,2076.33,2245.98,2431.02,2500.57,2141.02,2231.99,2362.48,2373.95,2378.69,2244.82,2048.89,2105.09,2165.75,2243.86,2316.01,2231.52,2316.74,1648.88,1716.64,1891.07,2119.72,2308.7,2505.93,2712.45,2927.81,3151.44,3382.65,3630.82,3897.21, 
Other Former Soviet Union,2210.38,2228.2,2247.41,2274.93,2306.96,2340.51,2375.47,2413.48,2454.05,2496.24,2537.08,2569.07,2607.7,2643.93,2681.53,2696.37,2704.69,2821.96,2911.78,2901.21,2871.22,2604.74,2214.24,1996.11,1735.45,1615.1,1631.37,1682.93,1717.7,1778.79,1894.53,2047.3,2180.14,2339.48,2534.57,2783,3091.3,3404.41,3611.71,3676.86,3896.3,4107.19,4270.25,4482.75,4654.87,4718.53,4761.27,4910.64,5081.45,5265.1,5143.07,5384.42,5550.66,5706.54,5891.73,6077.08,6264.06,6446.44,6620.48,6793.77,6964.33,7135.4,7311.11,7491.61,
Armenia,1340.41,1348.72,1356.09,1364.04,1374.05,1387.76,1401.71,1414.64,1429.78,1445.98,1461.44,1476.37,1491.02,1506.73,1522.63,1539.58,1558.3,1578.28,1598.86,1735.13,1654.63,1436.63,855.27,822.28,902.05,985.18,1046.36,1083.69,1165.21,1204.5,1277.22,1400.09,1586.51,1812.97,2004.76,2285.36,2589.53,2946.68,3152.19,2709.67,2771.35,2903.89,3115.55,3221.41,3341.17,3452.89,3465.61,3732.94,3936.01,4246.11,3953.66,4192.56,4737.89,5098.27,5388.66,5679.15,5967.25,6279.1,6613.57,6972.49,7357.91,7764.63,8193.83,8646.75, 
Azerbaijan,2654.68,2677.38,2703.88,2734.73,2768.14,2805.3,2845.26,2885.04,2924.66,2967.69,3002.13,3034.78,3067.83,3100.76,3131.25,3165.67,3205,3244.17,3287.5,3074.99,2743.17,2686.75,2048.05,1550.62,1227.45,1069.38,1071.6,1122.01,1221.56,1299.48,1430.99,1559.89,1694.16,1853.04,2007.16,2542.89,3383.39,4199.77,4595.62,4973.95,5158.99,5026.18,5084.79,5327.72,5422.46,5426.39,5211.14,5172.65,5205.67,5278.15,5017.68,5260.94,5466.06,5539.45,5630.09,5730.04,5835.04,5933.75,6028.21,6118.19,6197.33,6277.57,6358.86,6441.19, 
Belarus,1774.21,1814.17,1856.46,1899.92,1944.4,1992.57,2044.29,2095.97,2146.51,2198.76,2252.14,2305.29,2360.54,2417.14,2474.53,2533.82,2595.94,2662.11,2730.34,2805.26,2887.38,2851.42,2572.03,2371.32,2096.35,1884.43,1943.72,2174.31,2365.54,2452.8,2602.89,2735.12,2885.99,3104.84,3477.63,3823.62,4224.39,4602.01,5082.52,5100.95,5507.97,5815.38,5924.49,5994.93,6109.75,5887.02,5749.87,5908.95,6109.75,6200.27,6175.26,6333.68,6064.12,5935.76,6024.68,6142.76,6261.75,6393.78,6535.01,6685.92,6847.02,7018.89,7195.06,7375.66, 
Georgia,2102.47,2133,2172.96,2294.95,2476.88,2642.09,2784.78,2956.79,3158.9,3373.09,3508.52,3673.34,3726.25,3864.04,4049.43,4223.98,3859.33,3893.14,4047.42,3702.02,3135.36,2474.12,1378.28,993.42,911.34,954.4,1077.45,1202.7,1248.67,1292.58,1325.45,1396.55,1478.65,1650.55,1749.06,1897.93,2059.17,2321.25,2377.71,2275.77,2394.79,2553.56,2709.65,2812.39,2940.77,3032.5,3122.65,3274.97,3434.55,3609.94,3363.89,3710.09,4085.84,4286.17,4446.76,4614.07,4721.53,4834.85,4960.68,5094.75,5237.55,5389.59,5546.04,5707.04, 
Kazakhstan,4018.68,4075.08,4133.8,4195.78,4258.29,4332.46,4420.44,4509.74,4595.55,4680.05,4761.78,4843.36,4927.83,5015.58,5105.39,5198.78,5295.31,5391.92,5513.16,5650.88,5682.64,5019.5,4735.97,4316.1,3826.45,3571.23,3622.98,3726.84,3704.87,3836.7,4218.67,4773.07,5219.21,5675.73,6179.32,6722.35,7368.04,7937.95,8106.42,8099.76,8578.35,9096.18,9414.46,9858.43,10151.2,10155.16,10153.22,10457.84,10777.58,11156.24,10780.83,11150.6,11427.99,11733.82,12105.29,12465.71,12804.12,13135.04,13448.4,13742.5,14015.72,14280.69,14550.67,14825.76, 
Kyrgyzstan,839.21,846.48,854.13,862.1,869.32,877.52,886.86,896.9,907.73,919.16,928.89,937.93,946.13,953.09,959.81,967.05,1000.77,1010.13,1122.53,1135.65,1178.77,1069.7,912.82,773.28,618.97,579.73,612.13,663.61,668.38,683.39,712.7,744.64,739,783.86,830.05,820.45,838.04,902.22,970.07,986.98,972.83,1023.16,1013.71,1113.96,1147.17,1178.86,1216.53,1260.67,1294.62,1339.55,1215.33,1278.49,1356.33,1404.33,1452.8,1494.86,1530.82,1568.82,1609.33,1652.48,1698.42,1749.07,1801.23,1854.95, 
Moldova,1698.49,1724.99,1752.29,1782.5,1814.51,1848.32,1886.17,1927.45,1973.4,2022.87,2163.55,2132.19,2365.35,2451.71,2515.21,2362.08,2527.49,2537.62,2536.66,2621.64,2570.48,2117.92,1502.1,1485.06,1027.96,1018.37,963.19,985.79,929.54,907.02,936.03,1003.96,1094.5,1180.58,1282.65,1395.03,1479.68,1542.11,1681.44,1597.77,1729.05,1848.31,1856.14,2044.65,2168.82,2183.69,2303.59,2437,2568.72,2685.88,2514.49,2896.45,2750.01,2824.53,2966.47,3109.37,3265.55,3427.51,3594.03,3765,3940.29,4123.93,4316.13,4517.29, 
Tajikistan,1749.76,1726.18,1702.21,1684.66,1666.51,1649.3,1633.28,1618.52,1606.93,1596.45,1586.52,1576.55,1565.57,1553.41,1539.84,1361.09,1364.9,1307.18,1446.91,1315.4,1276.75,1156.52,807.27,669.2,521.23,450.58,369.73,369.51,381.41,387.28,411.52,443.16,482.59,525.89,569.96,596.56,626.72,662.71,701.72,715.42,747.99,788.63,832.26,877.84,920.25,958.82,1007.62,1066.91,1126.81,1187.31,1222.19,1315.26,1400.47,1459.5,1503.18,1537.89,1570.65,1603.24,1634.92,1665.62,1696.89,1728.78,1761.27,1794.37, 
Turkmenistan,1911.23,1912.95,1915.51,1919.59,1921.56,1923.5,1929.19,1937,1945.64,1955.59,1966.29,1977.89,1990.58,2003.69,2017.9,2031.6,2042.01,2678.24,2904.1,2718.16,3593.31,3348.41,2784.1,2762.58,2235.63,2036.6,2139.51,1869.46,1973.23,2265.63,2356.41,2426.08,2400.97,2450.33,2543.63,2840.84,3115.6,3420.51,3878.56,4068.35,4392.26,4980.88,5471,5960.4,6499.44,6843.21,7185.22,7567.32,7948.49,8354.39,8331.18,8658.06,9103.3,9604.56,10020.63,10340.06,10725.93,11066.44,11296.99,11510.14,11715.88,11913.67,12114.79,12319.31, 
Uzbekistan,1251.34,1236.1,1220.96,1207.42,1193.83,1181.71,1170.97,1162.2,1154.86,1148.35,1143.34,1137.74,1131.32,1124.93,1118.23,1110.6,1102.85,1370.38,1464.7,1479.19,1466.48,1422.62,1231.1,1174.63,1090.09,1058.57,1055.67,1090.7,1119.37,1150.53,1178.42,1211.49,1243.75,1281.64,1362.64,1442.42,1534.26,1662.93,1795.46,1921.67,2048.39,2187.22,2326.58,2479.68,2633.08,2803,2946.21,3049.1,3185.64,3332.52,3365.33,3583.75,3756.1,3901.85,4057.47,4229.29,4416.14,4595.94,4773.94,4959.01,5146.33,5335.61,5531.85,5735.3, 
Asia and Oceania,1328.19,1359.43,1411.72,1481.2,1468.58,1496.57,1530.67,1585.64,1649.55,1711.27,1753.85,1804.65,1847.68,1897.98,1977.84,2051,2114.18,2202.2,2328.68,2404.46,2484.26,2556.82,2626.78,2695.58,2795.46,2915.08,3037.62,3119.72,3106.67,3194.75,3323.38,3393.45,3499.09,3636.99,3816.01,4003.52,4223.68,4494.89,4640.19,4733.65,5048.25,5271.09,5494.29,5731.44,5959.17,6190.3,6434.47,6716.17,6978.63,7209.42,7088.37,7498.3,7684.48,7953.65,8253.6,8549.67,8851.62,9157.22,9467.88,9791.75,10105.35,10410.74,10726.92,11054.3,
Asia,1142.91,1171.31,1220.49,1288.07,1270.79,1301.29,1334.69,1388.69,1454.75,1512.59,1552.91,1600.69,1641.56,1699.2,1773.72,1841.13,1900.12,1987.81,2108.42,2181.17,2258.52,2336.55,2409.35,2471.95,2566.38,2681.14,2798.52,2875.57,2855.3,2933.76,3056.54,3124.76,3223.11,3356.28,3527.92,3710.44,3926.93,4191.76,4331.86,4424.19,4738.09,4958.07,5173.81,5407.41,5630.64,5858.45,6097.62,6376.13,6633.05,6861.82,6751.22,7147.37,7323.8,7592.64,7888.28,8177.51,8472.15,8770.68,9074.6,9392.46,9700.34,10000.21,10310.88,10632.75,
Asia less Japan,465.15,478.32,484.83,510.34,519.77,542.43,559.82,594.63,633.58,661.25,691.69,719.63,747.55,791.22,842.26,877.91,923.35,984.5,1056.9,1097.82,1141.3,1200.43,1285.07,1375.4,1480.03,1584.44,1686.32,1769.51,1777.43,1876.43,1985.5,2065.02,2179.07,2312.47,2477.09,2658.64,2878.14,3144.37,3313.48,3482.5,3771.45,4010.03,4225.97,4454.43,4689.93,4920.32,5169.87,5441.34,5710.71,5946.77,5888,6277.97,6453.65,6723.65,7019.34,7310.8,7608.23,7909.36,8215.78,8536.01,8845.81,9148.24,9461.62,9786.37,
East Asia,1822.97,1874.09,1975.18,2095.76,2050.41,2095.95,2146.86,2232.53,2348.64,2459.2,2514.01,2600.17,2676.29,2779.13,2930.06,3083.44,3198.94,3368.45,3584.22,3706.55,3837.45,3994.37,4125.2,4235.81,4404.48,4609.26,4823.88,4987.48,5016.33,5168.3,5424.06,5585.76,5802.38,6067.6,6401.61,6767.29,7205.34,7751.28,8070.43,8262.96,8901.53,9380.78,9832.13,10333.71,10805,11282.78,11769.34,12354.26,12900.4,13421.61,13445.61,14334.87,14656.86,15264.76,15897.42,16510.14,17134.1,17769.49,18417.39,19108.61,19772.47,20413.72,21078.63,21768.09,
East Asia less Japan,404.94,426.72,440.53,473.41,481.36,508.72,521.9,562.35,616.56,658.16,687.33,720.64,765.41,834.63,930.98,1011.84,1094.38,1205.93,1314.25,1359.7,1409.05,1519.24,1669.33,1833.79,2018.12,2191.82,2362.75,2532.21,2616.27,2807.12,3023.74,3203.75,3450.93,3709.64,4023.17,4385.98,4834.68,5393.76,5787.83,6171.37,6758.21,7293.01,7749.91,8245.61,8755.42,9246.34,9766.78,10343.22,10931.52,11480.79,11640.83,12538.97,12857.01,13481.42,14126.96,14757.08,15399.76,16053.39,16719.76,17430.5,18110.92,18769.42,19452.76,20161.89,
China,282.27,294.26,298.02,313.99,314.69,335.91,325.4,345,378.93,402.11,427.91,444.46,476.71,520.16,590.58,660.24,708.14,776.94,849.28,870.76,890.79,960.95,1084.65,1221.41,1365.93,1499.89,1633.42,1769.49,1893.89,2025.38,2184.12,2353.16,2554.46,2796.42,3063.38,3394.39,3805.37,4323.5,4715.86,5132.95,5651.5,6162.39,6616.11,7097.87,7590.92,8088.97,8604.86,9164.13,9744.8,10303.39,10507.02,11370.31,11682.92,12305.44,12930.91,13551.81,14190.26,14842.36,15509.59,16223.04,16904.4,17563.68,18248.66,18960.36, 
Hong Kong,6782.66,7122.06,7743.1,8493.94,8483.6,8377.54,9468.5,10427.11,11085.8,11709.19,12553.09,13397.28,13580.01,14174.67,15435.95,15386.62,16876.22,18932.06,20383.26,20728.38,21419.33,22388.57,23471.28,24489.66,25402.02,25346.38,25739.48,26617.97,24865.84,25277.07,26970.08,26882.65,27144.76,27823.77,30018.76,31974.03,33971.89,35917.41,36511.34,35601.6,38062.64,39889.58,40453.03,41518.3,42483.01,43324.33,44101.84,45621.95,46786.79,46107.44,42988.81,45666.03,43983.64,46214.33,47653.58,48938.41,49934.84,50882.65,51849.42,52782.71,53680.02,54539.76,55413.27,56300.77, 
Japan,13706.23,14166.75,15144.97,16132.95,15724.74,16005.9,16464.79,17021.98,17757.12,18572.94,18946.35,19602.77,20114.15,20680.5,21473.84,22462.98,23069.31,24042.02,25564.05,26698.29,27907.1,28761.84,28908.71,28676.11,28889.46,29615.22,30462.89,30715.41,30293.74,30151.43,30925.3,30969.62,30942.19,31370.51,32026.6,32553.59,33012.7,33545.27,33176.18,31399.73,32748.01,32738.34,33254.28,33950.11,34117.46,34584.68,34824.88,35649.32,35848.95,36187.75,34735.99,35643.2,36145.38,36681.16,37292.03,37828.27,38350.52,38890.12,39437.32,39992.21,40554.92,41084.79,41621.57,42165.37, 
Korea,1977.06,2142.88,2254.83,2547.57,2740.11,2905.6,3236.65,3578.44,3907.86,4188.45,4055.77,4282.37,4568.3,5103.57,5572.83,5950.76,6559.24,7321.34,8119.22,8607.87,9365.46,10262.14,10774.65,11393.54,12334.9,13405.09,14347.41,15119.71,14237.33,15755.93,17053.24,17751.91,19019.65,19528.29,20460.26,21279.98,22318.79,23471.97,24030.13,24098.69,25603.93,26386.42,26876.99,27594.83,28318.88,28942.07,29631.66,30437.85,31148.01,31695.45,31386.5,32600.35,33359.26,33797.33,34610.08,35311.87,35995.61,36642.24,37263.91,37896.77,38540.37,39156.4,39782.27,40418.15, 
Taiwan,1884.6,2091.82,2333.85,2582.47,2601.41,2711.36,3036.78,3315.73,3693.53,3941.67,4163.58,4378.86,4508.69,4837.32,5245.37,5425.46,5982.96,6673.78,7130.24,7665.32,7914.74,8487.83,9106.48,9634.38,10255.51,10820.82,11399.61,11988.41,12380.42,13109.77,13826.53,13537.04,14202.44,14737.14,15702.49,16488.74,17371.66,18487.1,18571.88,18210.47,20022.84,20715.77,21120.68,21585.06,22545.44,22821.98,23266.75,23996.15,24631.32,25286.96,26132.91,27828.13,28500.1,28818.38,29752.13,30416.1,31020.69,31641.1,32273.92,32919.4,33544.87,34182.22,34831.69,35493.49, 
Other East Asia,2597.09,2676.7,2756.8,2883.43,2968.52,3079.28,3173.1,3312.59,3447.73,3544.24,3682.1,3846.9,4262.21,4508.05,4726.61,4721.92,4963.52,5366.79,5608.36,5664.95,5783.3,5663.58,5979.24,6088.81,6231.79,6371.75,6277.51,6226.49,5968.07,5823.78,6029.52,6137.96,6554.41,7172.37,8738.33,9285.22,10254,11441.04,11731.3,11640.79,13980.19,16674.14,18036.13,19797.54,19579.13,15927.79,15686.57,16890.09,17673.76,17016.94,9562.12,10678.05,8873.69,11559.67,14140.27,15870.78,17051.63,17807.54,18280.38,18762.42,19248.44,19743.45,20252.3,20775.39,
Macau,9932.88,10456.59,11200.84,11994.87,12846.33,13761.8,14757.43,15833.28,16845.48,17683.2,18448.68,19197.59,21496.5,22438.29,23235.2,22880.01,23915.04,26420.59,27699.29,28315.29,29660.44,29723.07,32646.87,33529.3,34195.63,34587.63,33678.88,33053.96,31197.27,30022.35,31456.13,32138.59,34679.14,38266.98,47328.11,49114.2,52822.91,57451.68,57208.77,56497.36,69759.9,84131.3,91104.3,100443.03,98407.67,76529.96,75383.23,82066.8,85749.63,80993.55,36752.91,43479.46,31598.46,47151.49,61812.76,71190.66,77173.52,80702.33,82468.95,84274.23,86119.04,88006.11,89934.53,91905.21, 
Mongolia,1060.26,1078.99,1086.52,1148.84,1161.04,1199.86,1211.87,1271.29,1328.88,1346.57,1400.36,1482.75,1569.98,1623.44,1679.97,1734.95,1854.15,1874.58,1925.67,1930.94,1824.11,1628.55,1450.63,1384.56,1395.58,1462.45,1473.24,1510.43,1540.97,1568.67,1568.53,1596.46,1652.46,1748.8,1913.89,2030.42,2178.76,2371.91,2548.4,2480.27,2598.33,3000.74,3319.83,3652.81,3886.14,3925.82,3921.35,4080.79,4326.54,4498.33,4250.17,4278.86,4445.98,4633.1,4872.69,5126.65,5384.31,5614.23,5848.62,6086.98,6322.96,6562.03,6810.15,7067.65, 
Southeast Asia,785.67,819.48,853.05,902.01,934.06,954.58,1016.29,1078.13,1126.44,1184.82,1234.24,1273.04,1294.83,1319.66,1338.58,1317.86,1344.16,1394.36,1473.94,1565.56,1650.52,1720.13,1796.36,1889.7,1995.73,2114.55,2230.56,2282.4,2084.31,2123.38,2215.54,2244.89,2323.34,2420.55,2542.9,2653.28,2778.28,2925.59,3015.61,3041.94,3241.89,3360.5,3523.46,3660.85,3788.48,3926.99,4075.09,4246.74,4417.59,4559.9,4344.79,4445.06,4647.28,4801.33,4981.51,5171.06,5365.59,5562.92,5764.01,5971.84,6181.72,6397.47,6621.26,6853.41,
Cambodia,244.39,256.94,267.56,277.94,289.08,308.13,335.77,364.57,395.68,418.11,429.03,438.52,446.88,454.85,467.85,482,490.04,496.22,535.73,534.64,521.83,541.82,554.92,543.21,342.83,368.07,381.28,388.53,399.13,442.07,481.63,509.72,535.17,572.08,622.12,694.62,757.97,821.98,862.01,847.62,882.79,929.25,980.47,1035.1,1090.9,1149.04,1210.68,1273.73,1348.56,1422.86,1361.3,1386.24,1439.51,1504.08,1579.7,1664.54,1756.32,1850.32,1947.51,2051.84,2159.72,2271.14,2388.3,2511.51, 
Indonesia,631.43,662.52,695.24,736.75,777.11,799.11,836.14,890.08,930.18,977.45,1052.11,1112.25,1114.33,1138.07,1193.87,1200.21,1247.54,1285.62,1335.86,1410.3,1486.32,1561.95,1635.42,1712.81,1811.43,1927.57,2043.31,2105.06,1800.41,1786.45,1845.07,1884.95,1942.22,2007.08,2079.61,2170.74,2261.02,2374.82,2487.59,2572.72,2702.44,2838.36,2978.29,3112.32,3236.58,3362.79,3500.29,3643.08,3796.55,3952.18,3837.59,3946.92,4123.37,4283.56,4455.93,4646.87,4846.96,5053.94,5264.73,5484.52,5708.05,5940.68,6182.8,6434.78, 
Malaysia,1730.87,1864.2,1995.53,2182.44,2315.04,2285.23,2496.84,2635.27,2754.05,2949.73,3102.37,3218.48,3306.55,3407.47,3564.36,3426.11,3369.13,3444.07,3680.61,3918.28,4173.28,4448.77,4719.28,5058.51,5386.13,5768.95,6188.49,6470.88,5839.16,6039.22,6404.45,6278.66,6468.55,6678.57,6965.03,7197.23,7465.77,7799.29,8038,7785.41,8228.33,8527.05,8854.66,9129.96,9535.17,9876,10170.1,10622.06,10993.54,11338.52,10576.73,10800.1,11623.76,11892.08,12292.84,12724.86,13145,13574.92,14005.44,14435.73,14864.94,15336.85,15823.73,16326.07, 
Myanmar,157.57,160.95,161.7,156.01,161.34,164.94,171.72,178.53,187.06,193.1,204.01,212.85,220.5,225.72,232.25,234.28,227.4,214.22,186.65,190.44,192.53,188.2,203.65,212.88,224.8,236.28,247.54,257.71,268.99,294.38,330.45,363.52,402.71,453.49,509.63,572.81,641.36,711.29,778.63,854.03,929.08,970.82,1030.74,1106.6,1183.71,1253.89,1313.2,1384.42,1464.57,1493.67,1527.96,1242.84,1265.02,1292.99,1315.57,1340.26,1365.21,1389.61,1415.85,1441.19,1466.97,1491.76,1516.97,1542.61, 
Philippines,1376.31,1412.83,1451.08,1540.07,1554.62,1600.5,1697.18,1746.53,1789.68,1841.78,1886.63,1904,1924.76,1914.24,1731.48,1565.23,1578.7,1607.56,1677.07,1740.34,1751.38,1702.93,1673.97,1674.53,1710.85,1750.48,1809.86,1861.23,1811.27,1827.92,1867.8,1882.2,1910.79,1967,2052.93,2111.06,2179.9,2277.49,2332.34,2325.67,2454.69,2507.89,2638.72,2771.59,2899.58,3034.17,3199.59,3367.84,3526.08,3682.02,3269.82,3380.55,3581.91,3732.22,3893.65,4052.5,4204.4,4345.24,4486.65,4628.25,4765.18,4911,5061.29,5216.17, 
Thailand,939.81,957.14,970.8,1042.92,1063.04,1090.37,1165.89,1253.75,1354.95,1398.35,1438.73,1492.35,1541.05,1596.13,1657.23,1704.19,1768.46,1905.13,2123.76,2345.51,2567.8,2750.72,2934.29,3135.86,3344.35,3571.45,3728.86,3586.51,3278.19,3396.93,3520.64,3613.59,3806.37,4051.47,4279.6,4433,4627.78,4853.93,4913.25,4857.22,5200.33,5223.14,5579.93,5708.52,5743.93,5903.46,6085.81,6309.24,6547.51,6680.66,6250.13,6332.54,6481.22,6690.27,6925.73,7166.32,7410.49,7654.79,7899.5,8152.29,8405.01,8657.16,8916.87,9184.38, 
Vietnam,479.5,485.9,483.89,465.74,465.43,467.64,506.45,560.79,558.24,584.36,552.35,529.05,511.17,494.15,478.17,485.38,487.98,494.31,508.48,532.2,547.79,568.77,606.1,643.03,687.58,740.68,797.3,849.75,886.44,916.46,965.86,1012.48,1062.59,1121.56,1190.81,1264.41,1336.1,1414.01,1476.33,1538.13,1618.76,1701.19,1771.48,1848.17,1938.97,2048.16,2154.53,2274.98,2409.13,2550.25,2595.64,2635.08,2818.42,2968.02,3139.98,3317.27,3505.92,3704.17,3909.96,4127.4,4352.83,4577.6,4813.98,5062.57, 
Other Southeast Asia,3772.08,4131.3,4558.12,4930.59,5188.27,5248.03,5739.83,6115.07,6491.24,7307.51,7621.05,7655.31,8141.74,8532.58,8954.85,8779.27,8706.7,9270.73,9863.22,10426.16,11009.77,11344.91,11717.2,12527.14,13415.49,13945.22,14575.48,15290.88,14651.57,15107.97,16022.56,15588.26,15892.95,16294.99,17417.28,18262.53,19474.39,20703.11,20672.41,20333.64,22679.43,23660.19,24262.26,24939.34,25439.37,25763.19,26138.42,26908.2,27470.97,27394.93,26140.73,27945.3,28534.79,28741.07,29282.67,29783.05,30324.02,30884.53,31470.14,32066.34,32686.43,33274.88,33874.46,34485.4,
Brunei,35522.92,36479.76,38795.43,41434.8,44426.68,43094,50048.82,53656.73,55376.93,65633.32,58958.01,45402.89,45767.88,44630.83,43565.36,41613.07,39241.02,38805.67,38072.02,36594.54,35964.25,36184.63,36978.67,36093.35,36247.29,36885.89,36974.03,35524.22,34482.27,34710.24,34887.62,35052.2,35623.95,35890.89,35354.64,34822.82,35691.13,35101.38,33807.32,32627.39,32895.98,33545.25,33280.41,32029.79,30712.32,30095.46,28880.93,28804.01,28371.78,29019.06,28907.18,28027.18,26514.87,26971.96,27404.53,27827.2,28231.7,28621.87,28989.18,29332.59,29680.4,30003.02,30329.13,30658.8, 
Laos,,,,,,,,,,90.54,98.84,112.49,566.3,572.83,588.31,604.54,616.44,590.76,562.8,624.82,648.2,657.29,674.59,694.66,730.52,760.21,796.21,832.86,847.02,888.58,920.67,955.72,997.86,1044.18,1092.77,1152.33,1231.72,1302.32,1379.14,1456.14,1552.69,1649.26,1752.13,1861.97,1971.74,2082.09,2194.17,2309.44,2416.39,2490.71,2535.19,2587.06,2616.11,2661.91,2725.28,2807.4,2909.73,3013.24,3120.54,3231.65,3343.53,3459.4,3579.28,3703.31, 
Singapore,6992.63,7717.84,8585.02,9319.47,9726.38,9967.04,10564.96,11133.59,11855.19,12824.93,13944.1,14712,15064.64,16125.97,17198.27,17050.13,17278.01,18838.92,20415.08,21816.18,23256.23,23985.73,24761.49,26743.65,28820.45,30007.58,31354.79,33050.88,31500.36,32492.07,34572.43,33332.09,33732.97,34384.28,36857.4,38646.04,41162.56,43867.86,43702.29,42840.38,48068.54,50075.74,51267.27,52695.88,53718.4,54278.91,54999.85,56764.84,58110.61,57951.23,55146.27,59465.14,61050.11,61570.78,62853.25,64016.62,65250.36,66545.01,67865.34,69211.88,70655.23,71988.34,73346.61,74730.51, 
South Asia,388.1,381.47,366.18,371.71,372.24,390.09,392.17,408.24,424.41,411.87,432.45,448.66,455.42,475.66,485.98,498.94,512.52,521.86,552.23,568.43,586.92,587.39,608.75,621.95,645.34,676.78,708.4,720.95,745.88,787.52,804.69,825.03,840.37,885.66,936.77,991.64,1050.26,1109.26,1128.41,1189.11,1259.04,1303.97,1355.99,1417.55,1494.62,1583.46,1682.94,1774.23,1858.85,1923.78,1812.48,1943.25,2042.45,2117.23,2221.14,2332.02,2451.67,2574.91,2702.22,2833.26,2967.98,3104.12,3246.55,3395.57,
