Country,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,X
World,4889.41,5016.62,5184.82,5414.49,5426.24,5369.39,5552.75,5684.66,5815.75,5971.42,5990.22,5994.02,5922.34,5974.27,6145.93,6257.07,6361.01,6481.71,6662.5,6777.44,6859.13,6844,6874.09,6892.43,7016.3,7132.03,7281.94,7463.98,7573.45,7720.79,7963.09,8025.51,8107.34,8256.36,8529.4,8774.67,9063.89,9355.44,9428.05,9192.8,9487.43,9691.85,9842.13,10005.29,10194.36,10389.29,10544.35,10773.5,10985.27,11141.03,10678.36,11223.88,11463.87,11635.98,11836.47,12076.66,12331.28,12582.26,12827.04,13076.62,13319.03,13552.87,13792.09,14036.84,
World less USA,3686.43,3801.98,3930.13,4114.5,4163.01,4131.7,4267.94,4359.7,4434.17,4572.36,4622.8,4612.93,4595.23,4602.29,4688.88,4761.01,4837.45,4931.21,5074.13,5156.79,5238.92,5255.01,5249.08,5243.45,5322.04,5416.91,5525.32,5651.45,5697.97,5775.52,5963.8,6034.65,6107.98,6224.82,6448.2,6647.74,6909.1,7197.57,7308.31,7156.31,7430.24,7633.42,7762.23,7914.28,8075.87,8230.8,8381.85,8590.41,8760.05,8886.22,8504.04,8939.79,9158.15,9313.99,9513.46,9733.24,9953.2,10172.68,10393.65,10621.53,10841.57,11055.12,11274.16,11498.86,
United States and Canada,24855.69,25336.81,26361.31,27593.63,27257.3,26956.92,28136.39,29111.47,30358.72,30991.41,30605.29,31090.62,30198.07,31244.34,33180.9,34272.7,35095.21,35988.03,37144.79,38076.03,38270.2,37670.61,38382.85,38916.37,40001.09,40587.68,41569.95,42907.53,44273.81,45836.93,47235.75,47255.75,47694.88,48675.81,50071.41,51415.07,52429.52,53097.96,52561.76,50747.96,51621.48,52085,52824.55,53420.66,54368.54,55470.3,55827.44,56728.91,58025.67,59045.78,57058.13,60209.14,61070.95,61700.78,62066.62,62871.74,63983.8,65038.99,65934.3,66776.41,67624.28,68425.87,69236.96,70057.67,
Canada,19421.17,19938.85,20793.76,21944.36,22351.91,22351.67,23355.4,23875.25,24507.63,25165.25,25376.96,25935.15,24807.75,25198.71,26432.65,27428.96,27736.96,28490.59,29365.35,29514.06,29125.13,28185.61,28013.94,28353.64,29246.69,29670.7,29813.93,30803.47,31409.88,32372.39,33659.36,33830.93,34696.49,35738.3,36853.45,38389,39641.24,41938.08,41869.61,40151.09,40902.18,41704.3,41948.85,42426.23,43202.25,43100.5,43131.9,44103.19,44612.29,44979.06,42357.31,44135.96,45289.52,45596.32,46015.93,46574.06,47178.19,47740.39,48309.86,48838.1,49323.57,49862.89,50408.11,50959.3, 
United States,25435.15,25911.68,26954.14,28196.61,27783.26,27452.99,28653.2,29678.46,30991.96,31621.25,31171.16,31650.05,30784.46,31902.62,33916.37,35018.89,35898.16,36809.59,38000.52,39025.8,39288.33,38724.84,39536.7,40092.99,41199.89,41804.94,42880.26,44252.93,45698.53,47324.11,48732.13,48733.9,49124.8,50097.93,51522.05,52842.82,53829.9,54320.75,53735.88,51915.62,52806.88,53237.9,54037.63,54652.84,55623.53,56862.72,57258.41,58155.75,59546.3,60646.37,58738.37,62055.29,62884.13,63552.23,63912.87,64747.21,65918.36,67032.29,67965.14,68843.42,69733.05,70564.85,71406.58,72258.35, 
Latin America,4251.42,4436.45,4642.37,4897.58,5115.86,5179.34,5333.5,5469.15,5554.25,5832.5,6091.6,6006.89,5858.16,5615.11,5708.58,5772.96,5884.23,5956.85,5877.45,5873.28,5766.76,5844.63,5890.71,6026.34,6233.44,6187.24,6336.77,6568.34,6643.25,6589.91,6733.94,6677.56,6624.59,6703.25,6989.03,7179.29,7454.76,7757.78,7954.58,7706.01,8116.9,8387.03,8508.09,8663.15,8693.12,8654.36,8562.78,8640.65,8686.89,8669.93,8029.03,8530.31,8789.27,8888.22,9026.4,9212.37,9416.52,9619.6,9834.26,10056.71,10289.25,10524.6,10765.47,11011.99,
Mexico,5158.53,5192.09,5461.01,5729.33,5899.83,6078.84,6190.07,6245.37,6644.69,7122.23,7606.64,8068.23,7842.66,7394.67,7474.82,7473.08,7090.49,7063.21,7010.23,7160.61,7395.18,7567.57,7691.68,7697.98,7937.13,7312.69,7680.1,8074.41,8362.54,8476.19,8778.65,8626.43,8509.81,8518.79,8736.05,8824.79,9106.97,9194.46,9173.21,8566.16,8875.5,9070.23,9272.52,9277.93,9421.67,9615.54,9780.52,9872.68,9969.97,9845.84,8984.01,9393.25,9636.71,9814.52,9943.96,10093.76,10231.14,10373.24,10517.31,10663.38,10811.49,10972.37,11135.65,11301.36, 
Other Caribbean Central America,3297.05,3424.75,3568.88,3673.04,3796.36,3799.78,3911.21,4103,4244.22,4296.34,4304.68,4385.9,4343.93,4289.79,4387.99,4357.18,4372.33,4406.12,4425.7,4473.2,4369.77,4267.27,4278.4,4267.28,4307.3,4409.65,4487.28,4614.42,4742.93,4885.83,5001.85,5100.34,5151.73,5199.7,5405.59,5540.14,5766.38,5956.37,6031.02,5912.77,6026.45,6142.83,6256.09,6347.03,6436.89,6577.26,6647.45,6720,6778.73,6861.83,6259.7,6633.58,6863.83,7013.83,7147.14,7304.1,7463.24,7626,7791.17,7958.24,8132.19,8300.8,8473.04,8648.99,
Antigua and Barbuda,,,,,,,,5044.93,5268.31,5701.37,6164.26,6425.86,6444.63,7037.43,7891.07,8503.75,9480.56,10106.27,10631.65,11197.35,11574.67,11851.94,11776.59,12183.45,12774.6,11999.86,12546.83,12974.37,13340.29,13604.09,14257.29,13306.74,13235.85,13836.86,14425,15145.26,16852,18173.6,17932.32,15556.85,14192.56,13735.67,14018.08,13757.97,14102.02,14460.74,15069.1,15354.03,16289.38,16842.91,13730.58,14459.03,15500.78,15669.09,15941.4,16170.29,16407.38,16650.81,16914.58,17182.54,17437.72,17714.24,17995.14,18280.49, 
Bahamas,28594.26,28409.34,26783.61,28232.17,23056.87,19265.69,19832.84,21183.54,23707.13,29229.33,30592.14,27289.9,28624.25,29153.33,32727.52,33769.61,33896.82,34453.66,34771.06,36566.29,35412.75,33362.68,31548.55,31142.33,31649.2,32578.1,33486.82,33715.95,34867.24,36915.07,37999.7,38575.11,39221.09,38357.13,38338.24,39286.72,39928.31,40145.87,38858.37,36893.91,37114.79,36998.3,37794.19,36350.92,36299.73,36205.82,36065.29,35765.23,36002.13,36327.62,27433.65,30929.7,33126.68,34258.5,34981.34,35529.67,35925.92,36318.36,36679.01,37006.83,37337.91,37671.94,38008.96,38349.01, 
Barbados,,,,,11602.16,11308.77,11760.17,12132.44,12674.49,13620.43,14169.75,13878.8,13140.6,13135.37,13540.97,13629.39,14268.59,14589.76,15053.03,15526.9,14946.25,14304.88,13425.93,13476.64,13699.62,13921.38,14413.42,15026.64,15516.12,15498.92,16118.62,15667.16,15715.52,15980.52,16132.22,16697.33,17609.35,17923.7,17976.83,16998.58,16548.05,16376.32,16243.47,15959.97,15887.54,16224.83,16576.17,16594.75,16441.96,16372.95,14150.21,14083,15429.08,16102.7,16515.42,16849.71,17167.03,17458.29,17702.21,17949.8,18200.84,18455.4,18713.52,18975.24, 
Belize,1495.36,1519.46,1638.37,1690.13,1881.04,1911.5,1875.93,1963.08,2083.61,2205.25,2515.23,2446.8,2366.42,2256.04,2240.83,2191.24,2199.85,2360.29,2513.89,2749.79,2986.35,3245.22,3540.76,3659.04,3565.05,3492.23,3449.77,3480.85,3537.13,3788.87,4204.61,4298.01,4380.98,4657.7,4749.24,4713.75,4813.14,4714.88,4758.42,4652.67,4678.33,4658.22,4664.68,4623.79,4692.17,4728.95,4641.19,4639.48,4650.81,4581.49,3900.45,4418.93,4437.86,4442.29,4478.06,4527.81,4545.15,4563.06,4581.04,4599.09,4617.22,4644.54,4672.02,4699.67, 
Costa Rica,4898.16,5083.4,5351.78,5607.74,5761.73,5722.73,5870.54,6211.65,6348.33,6463.34,6400.31,6101.22,5500.19,5498.92,5770.7,5643.73,5783.25,5894.39,5938.06,6113.34,6176.9,6174.41,6581.92,6857.58,6962.88,7052.99,6956,7162.18,7478.41,7596.51,7720.27,7841.05,7968.76,8179.97,8405.28,8602.03,9092.68,9696.01,10003.38,9768.86,10113.73,10410.24,10768.93,10873.52,11115.41,11378.14,11719.09,12028.87,12207.67,12323.2,11668.69,12444.08,12846.94,13139.12,13507.22,13863.42,14178.45,14501.64,14846.92,15200.42,15562.33,15948.31,16343.85,16749.2, 
Cuba,2706.48,2895.95,2980.31,3024.61,3004,3240.28,3368.91,3617.57,3817.96,3829.47,3665.55,4360.82,4708.05,4915.12,5253.72,5284.15,5238.03,5064.53,5200.02,5181.89,4977.98,4404.12,3863.86,3267.92,3278.34,3350.27,3599.08,3682.1,3671.17,3883.09,4098.41,4216.84,4264.96,4414.55,4661.31,5180,5805.68,6230.04,6488.33,6581.24,6737.71,6925.36,7135.52,7338.82,7423.95,7769.99,7833.69,7998.82,8201.58,8258.72,7377.1,7490.77,7657.41,7842.41,8010.66,8205.78,8426.24,8662.64,8914.36,9182.33,9467.55,9761.63,10064.85,10377.49, 
Dominica,,,,,,,,2852.61,3151.34,2577.21,2936,3270.24,3391.66,3456.22,3615.52,3711.23,4013.82,4300.51,4667.66,4713.52,5004.41,5063.69,5154.95,5255.86,5220.36,5340.96,5539.76,5718.17,5954.55,5949.6,6048.38,6011.47,5814.8,6166.99,6337.54,6362.15,6647.31,7056.96,7545.19,7441.94,7476.27,7443.61,7348.97,7259.6,7565.68,7346.27,7518.76,6995.72,7143.18,7537.6,6279.24,6693.25,7022.68,7307.96,7623.16,7912.56,8106.34,8276.75,8425.88,8544.08,8663.93,8776.79,8891.12,9006.93, 
Dominican Republic,1795.97,1936.82,2081.22,2288.46,2363.9,2424.24,2523.81,2585.98,2578.84,2632.23,2774.84,2826.87,2809.54,2874.68,2848.97,2730.56,2769.24,2988.51,2993.18,3065.08,2844.73,2820.63,3084.12,3259.59,3293.99,3427.69,3575.61,3833.26,4028.03,4202.5,4332.12,4372.17,4501.3,4376.82,4426.29,4777.31,5145.98,5455.66,5559.32,5542.55,5932.55,6045.33,6136.11,6361.65,6735,7124.95,7520.8,7791.87,8252.97,8588.39,7935.02,8824.09,9169.35,9523.18,9838.94,10211.61,10588.72,10977.39,11380.33,11775.48,12196.45,12584.02,12983.91,13396.51, 
El Salvador,2910.17,2935.76,3048.83,3124.78,3213.63,3226.5,3304.99,3439.85,3528.89,3297.19,2871.73,2600.45,2458.12,2470.05,2466.55,2440.68,2400.46,2414.21,2415.29,2396.9,2470.89,2466.1,2594.36,2722.33,2819.46,2908.97,2889.84,2943.45,2983.43,3008.8,3012.05,3022.75,3063.71,3105.48,3129.2,3207.46,3343.19,3402.16,3476.34,3392.3,3456.31,3577.92,3649.02,3676.81,3704.75,3777.06,3846.59,3898.47,3952.93,4009.89,3665.99,4046.13,4125.65,4180.28,4231.64,4326.78,4421.18,4518.26,4622.07,4728.27,4836.92,4938.39,5041.99,5147.77, 
Grenada,,,,,,2670.88,2920,3128.3,3357.54,3591.47,3619.41,3587.79,3733.34,3864.27,3993.02,4217.19,4496.67,4879.15,5012.07,5199.98,5414.32,5497.74,5417.08,5249.41,5283.57,5341.26,5526.81,5750.73,6374.34,6773.58,7061.03,6871.8,7070.61,7703.44,7605.79,8563.99,8174.39,8618.82,8645.94,8025.66,7938.78,7955.17,7820.57,7962.18,8503.32,9006.88,9299.24,9668.95,10026.39,10298.03,8847.62,9229.32,9743,10013.71,10244.26,10463.79,10687.54,10922.2,11151.11,11396.19,11635.27,11879.37,12128.58,12383.03, 
Guatemala,2485.51,2565.63,2691.28,2807.87,2917.62,2905.26,3047.29,3208.2,3289.39,3364.84,3410.58,3342.62,3152.84,3003.31,2943.82,2852,2781.38,2802.57,2832.39,2861.47,2867.46,2891.02,2947.7,2977.98,3011.34,3072.27,3076.48,3125.28,3195.7,3233.87,3281.9,3291.57,3338.12,3341.38,3361.85,3385.56,3483.83,3620.27,3656.45,3596,3619.53,3690.25,3721.49,3781.6,3872.67,3954.94,3987.65,4037.08,4095.71,4181.67,4038.77,4291.21,4397.16,4486.45,4553.17,4642.66,4711.15,4776.2,4837.43,4894.68,4952.66,5006.44,5060.81,5115.76, 
Haiti,1024.85,1080.73,1069.82,1098.53,1139.28,1129.68,1200.64,1220.21,1270.62,1340.12,1410.45,1342.78,1269.07,1254.67,1232.55,1214.22,1183.09,1149.55,1129.88,1075.7,1064.47,1064.69,988.9,914.77,787.75,846.65,862.72,867.49,867.99,873.5,864.28,839.98,823.16,811.21,768.43,768.45,772.44,785.69,780.34,792.39,775.55,808.55,821.43,845.21,857.85,850.85,844.13,841.19,842.52,823.98,786.5,762.92,740.93,732.9,732.59,733.35,742.39,751.93,761.6,771.4,782.09,794.48,807.06,819.85, 
Honduras,1435.38,1442.96,1469.87,1527.51,1679.35,1659.51,1773.57,1892.86,1934.37,1973.71,1913.54,1815.07,1715.83,1673.78,1717.68,1750.02,1777.98,1832.47,1805.86,1798.84,1795.75,1687.07,1737.8,1796.57,1747.79,1802.05,1783.61,1814.03,1828.02,1770,1848.64,1850.14,1872.89,1911.17,1982.5,2053.92,2139.76,2223.03,2268.73,2169.36,2207.31,2249.86,2301.25,2325.71,2364.02,2422.38,2485.32,2574.2,2632.76,2667.9,2398.35,2665.99,2625.28,2681.46,2741.09,2801.26,2863.22,2925.52,2989.18,3057.25,3126.87,3198.08,3270.91,3345.39, 
Jamaica,4603.07,4660.53,5415.57,5021.07,4727.99,4640.31,4271.81,4115.66,4070.74,3976.86,3713.34,3761.46,3772.57,3811.99,3720.72,3579.52,3614.68,3864.02,3982.36,4231.13,4359.39,4507.56,4533.23,4893.11,4894.32,4942.89,4872.55,4755.4,4587.24,4580.48,4572.85,4593.18,4662.55,4829.83,4891.7,4935.06,5079.57,5155.67,5119.04,4903.8,4840.28,4934.03,4913.58,4946.55,4987.47,5038.44,5110.58,5163.02,5263.31,5299.18,4757.88,4974,5228.94,5335.72,5412.76,5516.48,5620.23,5721.29,5818.45,5911.46,6000.04,6089.86,6181.03,6273.56, 
Nicaragua,2831.06,2831.41,2811.01,2905.44,3214.66,3109.03,3167.54,3323.31,2999.37,2140.28,2146.61,2187.13,2112.84,2161.06,2079.17,1952.98,1892.67,1837.27,1570.17,1503.78,1440.49,1364.62,1312.57,1260.27,1261.96,1302.4,1353.99,1378.49,1402.02,1472.71,1505.28,1522.92,1508.98,1522.68,1579.72,1624.3,1669.2,1731.39,1768.73,1690.22,1744.82,1834.8,1933.05,2006.97,2081.41,2159.27,2235.51,2316.38,2203.49,2097.91,2041.54,2231.91,2294.33,2319.34,2351.26,2388.32,2419.12,2450.32,2481.92,2513.93,2548.88,2581.79,2615.12,2648.88, 
Panama,4315.2,4601.94,4684.24,4807.5,4788.28,4755.35,4720.15,4641.52,5005.98,5115.69,5661.14,6060.71,6257.74,5858.1,5895.9,6061.26,6151.12,5920.53,5028.24,5007.74,5308.74,5696.17,6043.32,6249.67,6305.22,6292.95,6423.99,6704.71,7059.19,7205.46,7269.09,7180.15,7215.23,7395.1,7821.83,8249.18,8819.12,9718.85,10511.06,10480.85,10928.4,11989.8,12976.34,13679.75,14177.6,14791.18,15321.83,15976.16,16361.48,16649.54,13431.6,15270.64,16656.79,16963.74,17195.34,17460.75,17767.89,18083.3,18422.47,18768.01,19138.91,19479.33,19825.8,20178.43, 
Puerto Rico,11461.14,11994.39,12489.85,13206.77,13482.91,13173.21,13574.76,14127.17,14926.92,15850.13,16310.62,16348.51,15897.54,15351.85,16096.94,16438.17,17098.64,17921.43,18810.02,19454.07,18734.15,19030.27,19770.8,20515.55,21176.7,21936.45,22193.61,23061.37,24197.35,25374.14,26132,27722.17,27939.95,27937.14,30374.8,29813.99,29518.28,29346.14,28974.2,28563.62,28592.12,28815.32,29166.64,29455.75,29561.18,29766.7,29919.45,29571.32,28679.93,29503.89,28714.39,29275.69,30692.83,31662.49,32544.6,33585.07,34745.97,35940.48,37103.36,38342.64,39584.51,40826.54,42107.53,43428.72, 
St. Kitts Nevis,,,,,,,,4590.24,4799.6,5197.95,5668.51,5767.69,5813.94,5902.64,6447.17,7023.96,7823.38,8385.21,9220.92,9789.97,10330.82,10199.68,10600.53,11181.63,11623.51,12100.69,12675.49,13391.69,13164.95,13431,14657.63,15288.86,15499.67,14821.68,15296.58,16648.26,16669.15,16639.33,17511.35,16661.15,16421.09,16582.99,16081.93,16812.5,17729.23,17774.87,18140.26,17651.21,18037.22,18360.64,15587.44,15350.39,16423.37,17043.28,17540.23,17958.35,18388.17,18827.29,19276.89,19756.89,20229.17,20712.74,21207.86,21714.82, 
St. Lucia,,,,,,,,4139.62,4485.58,4602.69,4424.02,4645.61,4682.82,4849.12,5127.83,5472.79,6180.41,6352.74,7165.52,7751.62,8452.54,8386.15,8936.18,8874.93,8901.97,8942.53,9099.78,8943.48,9423.44,9605.65,9535.86,9145.37,9130.41,9476.4,10122.98,10035.7,10606.42,10735.13,11216.32,10852.64,10981.82,11538.46,11471.31,11066.02,11220.59,11030.12,11432.08,11792.33,12064.66,12234.78,9225.58,10323.04,11927.58,12586.44,12947.13,13246.44,13485.73,13741.45,14002.02,14267.53,14538.07,14813.74,15094.64,15380.86, 
St. Vincent Grenadines,1988.61,2049.86,2541.51,2229.79,2008.48,1830.54,1994.67,2231.38,2420.37,2468.84,2500.12,2587.52,2669,2691.26,2838.19,2985.7,3125.54,3117.45,3534.66,3563.81,3689.72,3711.68,3938.82,4094.46,4037.6,4347.18,4404.11,4565.26,4760.86,4902.86,4995.1,5092.56,5431.81,5870.3,6137.43,6314.38,6824.63,7078.06,7215.49,7088.63,6874.38,6868.49,6985.75,7135.64,7243.47,7360.64,7520.6,7614.45,7796.9,7840.24,7423.26,7495.7,7856.42,8318.85,8710.92,9013.47,9256.49,9497.4,9744.58,9998.19,10258.4,10515.12,10778.26,11047.99, 
Trinidad and Tobago,6156.89,6178.21,6444.23,6487.2,6662.64,6683.44,7010.24,7520.64,8144.46,8300,9015.53,9280.71,9466.89,8337.72,7718.82,7275.43,6924.49,6518.72,6195.48,6095.91,6153.26,6318.61,6939.21,6883.95,7128.8,7405.86,7945.9,8559.3,9273.21,10041.39,10758.84,11231.75,12154.41,13947.89,15094.39,16065.79,18219.16,19112.4,19784.53,18936.71,19586.12,19547.33,19813.69,20274.49,20110.96,20503.64,19242.3,18821.17,18803.87,18838.13,17448.77,17236.66,18004.22,18466.5,18794.4,19108.29,19451.73,19801.86,20158.29,20521.14,20890.53,21266.55,21649.35,22039.04, 
South America,4203.11,4443.61,4643.68,4928,5178.06,5219.17,5395.19,5541.69,5517.79,5785.26,6029.6,5739.55,5588.09,5363.73,5458.66,5563.04,5845.86,5957.02,5847.37,5784.38,5572.93,5661.69,5691.38,5899,6133.15,6233.03,6331.61,6536.4,6533.86,6385.97,6487.81,6426.51,6369.98,6476.99,6801.73,7035.92,7320.05,7714.58,8005.79,7839.16,8346.5,8674,8770.6,8987.44,8967.3,8813.63,8603,8676.51,8702.62,8696.91,8119.62,8681.03,8952.91,9016.07,9158.89,9363.44,9599.54,9831.61,10080.66,10340.83,10614.41,10889.63,11172.02,11461.77,
Argentina,9211.72,9572.54,9565.11,9666.31,10027.58,9857.34,9494.79,9982.9,9374.48,10161.83,10146.05,9460.02,9236.16,9487.86,9497.55,8875.22,9278.19,9384.63,9145.07,8367.45,8046.39,8658.4,9218.4,9847.3,10290.5,9876.7,10303.06,11009.4,11303.12,10800.53,10597,10021.48,8837.71,9519.49,10268.21,11057.32,11828.58,12774.47,13162.43,12258.64,13364.69,14020.11,13736.69,13928.76,13445.7,13680.35,13269.99,13499.07,13045.92,12651.74,11296,12365.82,12907.03,12899.26,12960.28,13048.25,13146.8,13277.22,13461.81,13689.07,13960.95,14252.09,14549.3,14852.72, 
Brazil,3634.27,3944.21,4311.08,4794.54,5102.88,5241.8,5620.73,5741.85,5785.73,6026.98,6418.22,5992.8,5888.45,5559.25,5721.21,6042.04,6391.25,6490.84,6360.71,6448.4,6139.14,6128,6000.01,6179.77,6408.01,6589.24,6633.99,6757.63,6681.09,6614.97,6806.17,6804.18,6917.45,6905.87,7213.29,7356.53,7562.17,7935.29,8254.33,8163.69,8696.91,8961.96,9055.04,9248.79,9219.85,8823.15,8469.27,8517.4,8567.21,8603.91,8241.76,8633.91,8837.85,8921.96,9063.5,9286.98,9544.28,9800.43,10073.48,10354.14,10642.61,10928.53,11222.13,11523.62, 
Other South America,3114.86,3215.06,3248.79,3303.29,3429.47,3407.16,3473.83,3535.9,3630.08,3747.04,3859.73,3941.58,3746.69,3521.63,3548.58,3576.9,3714.97,3853.96,3832.82,3791.95,3786.29,3856.69,3959.37,4073.9,4255.87,4414.3,4493.71,4662.3,4682.37,4530.4,4595.63,4615.96,4673.51,4778.71,4993.58,5190.64,5441.31,5692.18,5912.55,5874.43,6148.08,6468.09,6698.32,6962.18,7110.14,7205.76,7281.88,7345.09,7493.01,7550.89,6904.17,7555.84,7841.17,7894.37,8064,8276.46,8524.26,8751.64,8984.94,9224.36,9474.76,9727.2,9986.42,10252.59,
Bolivia,1856.62,1903.13,2004.73,2068.12,2077.29,2175.6,2256.97,2311.34,2302.18,2252.3,2174.73,2139.86,2020.23,1906.4,1870.99,1808.43,1730.85,1740.36,1754.85,1781.67,1821.51,1872.55,1858.66,1893.81,1938.11,1984.75,2027.46,2083.45,2142.64,2107.11,2115.26,2106.58,2114.7,2128.05,2172.77,2224.58,2286.75,2346.42,2445.21,2482.31,2540.01,2626.97,2715.55,2852.68,2960.22,3055.32,3136.59,3219.26,3305.89,3330.42,2999.53,3144.77,3217.12,3272.09,3328.06,3400.37,3474.78,3550.47,3631.4,3714.18,3802.61,3893.15,3985.84,4080.75, 
Chile,4382.96,4713.68,4584.46,4278.79,4306.21,3689.35,3767.65,4098.91,4352.67,4652.67,4951.13,5190.52,4540.38,4238.49,4339.63,4441.71,4606.28,4824.61,5092.28,5501.37,5582.67,5908.11,6451.73,6759.92,6983.02,7488.55,7880.77,8345.64,8587.05,8439.62,8781.35,8969.06,9148.14,9424.98,10006.48,10481.49,11039.14,11472.08,11762.86,11466.63,12022.38,12640.07,13193.51,13607.93,13731.15,13931.66,14056.16,14112.64,14559.34,14605.33,13573.79,15087.74,15361.02,15242.57,15441.48,15706.96,16018.88,16369.55,16744.17,17144.04,17570.5,18043.02,18528.24,19026.51, 
Colombia,2351.33,2427.71,2550.09,2659.44,2749.21,2751.69,2821.79,2882.8,3071.18,3174.79,3235.11,3237.81,3196.73,3175.28,3209.43,3236.61,3350.46,3453.7,3516.51,3559.27,3634.81,3632.5,3704.1,3827.6,3973.19,4106.18,4126.66,4208.98,4176.06,3955.76,4035.2,4060.94,4111.13,4214.39,4377.19,4526,4765.85,5021.17,5120.67,5115.44,5281.53,5582.78,5735.36,5963.02,6164,6279.47,6344.82,6356.98,6443.41,6584.15,6032.23,6650.3,7104.89,7105.95,7198.52,7408.07,7667,7926.38,8194.81,8464.16,8742.64,9004.14,9273.45,9550.82, 
Ecuador,2920.89,3014.58,3074.43,3402.66,3675.8,3962.94,4135.13,4082.49,4194.14,4229.8,4266.53,4383.92,4292.37,4164.58,4161.41,4212.59,4246.36,4127.05,4259.07,4193.12,4233.74,4368.05,4408.05,4411.48,4491.22,4489.23,4463.61,4551.75,4599.74,4303.99,4288.92,4396.41,4505.82,4541.1,4805.82,4951.25,5074.66,5105.86,5347.4,5297.01,5403.11,5744.06,5981.91,6190.08,6336.38,6257.12,6098.75,6162.82,6163.84,6091.63,5550.28,5718.1,5819.79,5889.64,5967.73,6073.61,6174.56,6278.48,6384.16,6491.62,6607.42,6725.3,6845.27,6967.39, 
Guyana,2169.81,2193.83,2081.42,2072.58,2203.18,2381.69,2431.78,2384.42,2348.93,2301.21,2335.09,2362.01,2047.96,1910.61,1814.74,1857.87,1838.4,1851.1,1779.03,1687.08,1629.13,1730.09,1872.24,2026.44,2197.34,2303.5,2487.91,2643.56,2585.37,2636.85,2583.08,2640.12,2682.75,2676.45,2720.19,2678.15,2839.32,3065.05,3150.24,3285.2,3442.39,3640.1,3847.85,4052.69,4217.83,4348.65,4490.7,4585.93,4772.18,4992.01,6971.48,8430.18,13517.49,17149.59,24502.33,29378.52,36295.75,37633.35,38682.88,39723.16,40751.85,41522.28,42307.28,43107.12, 
Paraguay,1886.94,1938.43,2011.95,2096.04,2206.31,2294.66,2411.32,2633.33,2889.81,3165.66,3458.51,3683.64,3536.93,3335.83,3333.98,3386.07,3453.03,3608.72,3712.69,3856.22,3900.58,3923.05,3878.74,3958.81,4056.98,4218.84,4173.44,4242.34,4148.05,4005.61,3835.86,3731.45,3662.03,3752.47,3837.98,3855.45,3977.07,4129.23,4327.95,4256.62,4667.93,4803.57,4717.42,5051.45,5233.31,5331.36,5496.84,5701.95,5824.07,5754.3,5640.88,5799.92,5738.2,5926.03,6093.15,6257.56,6445.18,6636.62,6827.18,7023.4,7218.3,7411.46,7609.78,7813.41, 
Peru,3484.12,3543.22,3564.91,3684.23,3920.03,3978.57,3929.37,3840.28,3642.16,3693.42,3811.9,3919.41,3823.15,3350.42,3397.4,3394.34,3635.67,3904.71,3461.13,2970.84,2763.41,2765.67,2693.69,2776.77,3057.23,3223.31,3255.8,3409.71,3343.99,3345.16,3388.4,3364.3,3502.53,3603.59,3737.61,3927.25,4176.24,4483.43,4841.15,4843.04,5192.1,5463.81,5740.28,6015.2,6097.49,6234.37,6418.42,6517.49,6713.09,6794.04,5959.86,6727.96,6874.29,6962.62,7142.02,7331.74,7546.42,7771.46,7995.27,8225.52,8462.4,8714.51,8974.12,9241.48, 
Suriname,5519.48,5669.87,5573.93,5441.86,5503.48,5930.75,6642.24,7163.38,7527.29,7531.94,7039.42,7391.28,6907.87,6482.11,6229.47,6234.17,6194.91,5756.6,6144.73,6325.05,5994.68,6135.32,6129.82,5699.57,5864.65,5800.5,5784.98,6024.29,6056.15,5862.47,5878.57,6024.02,6087.46,6363.29,6796.04,6992.69,7278.5,7517.92,7697.92,7807.59,8094.81,8455.23,8574.23,8721.6,8645.28,8259.31,7717.56,7772.81,7896.15,7758.43,6444.29,6192.23,6250.13,6324.57,6404.4,6506.52,6625.84,6750.49,6884.16,7027.29,7187.48,7351.32,7518.89,7690.28, 
Uruguay,6320.86,6299.63,6208.85,6215.85,6386.59,6763.28,6986.75,7044.54,7377.59,7788.05,8196.61,8274.63,7416.33,6608.76,6491.02,6563.08,7109.75,7645.96,7727.09,7777.93,7765.82,8005.36,8604.99,8798.6,9399.54,9225.22,9696.39,10469.68,10891.43,10640.18,10396.45,9961.53,9161.81,9209.85,9647.54,10346.79,10749.8,11426.56,12218.62,12708.53,13669.88,14343.13,14815.72,15464.88,15924.98,15941.36,16166.6,16540.85,16763.88,16756.47,15665.77,16449.3,17213.45,17629.34,18176.35,18696.81,19033.66,19413.57,19820.45,20255.63,20720.57,21216.88,21725.06,22245.42, 
